"individuo","bloco","familia","cruzamento","P1","P2","data","estacao","ano","estacao_ano","n_frutos","formato_elipsoide","casca_amarela","polpa_amarela","comp_mm","diam_mm","ind_formato","massa_fruto_g","massa_polpa_g","rend_polpa_pct","esp_casca_mm","esp_casca_inv","sst_brix","aacpd_planta","aacpd_folha","parcela","aacpdm","linha","coluna"
"110","2","3","516 x 355","516","355",2019-06-21,"inverno","2019","inverno_2019",4,0,1,1,58.6425,54.7175,1.07194126240538,68.9625,30.8125,44.4904352696201,6.1125,12.4141666666667,12.425,959,876.5,"F3B2",917.75,"2","33"
"115","2","3","516 x 355","516","355",2019-06-10,"outono","2019","outono_2019",1,0,0,1,77.71,59.1,1.31489001692047,86.53,28.24,32.636079972264,11.49,7.03666666666667,11.6,681.5,711.5,"F3B2",696.5,"2","28"
"118","2","3","516 x 355","516","355",2019-06-10,"outono","2019","outono_2019",1,1,1,1,78.56,63.86,1.23019104290636,50.26,11.07,22.0254675686431,6.49,12.0366666666667,14.2,1004,914,"F3B2",959,"2","25"
"118","2","3","516 x 355","516","355",2019-06-21,"inverno","2019","inverno_2019",1,1,1,1,76.24,64.08,1.18976279650437,48.45,14.63,30.1960784313725,8.83,9.69666666666667,11.8,1004,914,"F3B2",959,"2","25"
"122","3","1","293 x 355","293","355",2019-01-22,"verao","2019","verao_2019",2,0,0,1,69.7,57,1.22048070118809,78.255,36.2,45.9092231410184,6.465,12.0616666666667,19.05,531.5,531.5,"F1B3",531.5,"2","21"
"122","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",1,0,0,1,59.44,46.11,1.2890913034049,50.65,21.96,43.3563672260612,6.39,12.1366666666667,11.1,831.5,831.5,"F1B3",831.5,"2","21"
"124","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",2,0,1,1,61.495,49.0975,1.2559208440427,53.395,22.425,40.0393081247321,6.7725,11.7541666666667,10.05,741.5,741.5,"F1B3",741.5,"2","19"
"124","3","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",1,0,1,1,63.9,54.41,1.17441646756111,64.05,29.03,45.3239656518345,7.57,10.9566666666667,9.8,741.5,741.5,"F1B3",741.5,"2","19"
"128","3","1","293 x 355","293","355",2018-12-17,"primavera","2018","primavera_2018",1,0,1,1,67.3,42.5,1.58352941176471,19.86,1.4,7.04934541792548,4.49,14.0366666666667,16.3,486.5,486.5,"F1B3",486.5,"2","15"
"128","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",11,0,1,1,77.5881818181818,52.5554545454545,1.47944242092148,37.8418181818182,7.31,17.8752766264261,5.98090909090909,12.5457575757576,13.7636363636364,846.5,846.5,"F1B3",846.5,"2","15"
"128","3","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",3,0,1,1,80.6266666666667,56.5466666666667,1.43389106968469,60.19,19.9933333333333,32.2728278121099,4.21666666666667,14.31,12.0333333333333,846.5,846.5,"F1B3",846.5,"2","15"
"130","3","1","293 x 355","293","355",2018-11-30,"primavera","2018","primavera_2018",2,1,1,1,79.55,56.8,1.40295572830988,64.9,15.285,24.3819886558967,5.92,12.6066666666667,12.8,351.5,336.5,"F1B3",344,"2","13"
"130","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",3,1,1,1,79.3933333333333,62.7366666666667,1.26452255850016,92.49,37.84,39.6325503943609,5.83,12.6966666666667,12.2,741.5,726.5,"F1B3",734,"2","13"
"131","3","1","293 x 355","293","355",2018-11-30,"primavera","2018","primavera_2018",3,1,0,1,79.2666666666667,59.4,1.3350782589547,89.45,38.8233333333333,42.6931244133727,7.10333333333333,11.4233333333333,17.6,351.5,366.5,"F1B3",359,"2","12"
"131","3","1","293 x 355","293","355",2019-01-31,"verao","2019","verao_2019",2,1,0,1,72.75,63.75,1.14094810334861,88.725,37.82,42.3189467372679,8.05,10.4766666666667,18.05,471.5,486.5,"F1B3",479,"2","12"
"131","3","1","293 x 355","293","355",2019-05-14,"outono","2019","outono_2019",6,1,1,1,75.125,63.7433333333333,1.17897390614148,87.9216666666667,38.9433333333333,43.7693089627037,6.29666666666667,12.23,12.8333333333333,681.5,696.5,"F1B3",689,"2","12"
"131","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",NA,1,0,1,75.54,62.2925,1.21842337326893,98.7425,48.6075,48.3472877003409,5.5425,12.9841666666667,11.775,741.5,756.5,"F1B3",749,"2","12"
"132","3","1","293 x 355","293","355",2019-01-22,"verao","2019","verao_2019",2,0,1,0,59,54.2,1.08841041003557,57.16,13.04,22.8509381353722,11.335,7.19166666666667,15,546.5,561.5,"F1B3",554,"2","11"
"132","3","1","293 x 355","293","355",2019-05-14,"outono","2019","outono_2019",3,0,1,0,70.3733333333333,66.0333333333333,1.06342016949632,118.646666666667,38.7933333333333,34.2099840167188,8.35,10.1766666666667,14.3333333333333,786.5,801.5,"F1B3",794,"2","11"
"132","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",3,0,1,0,66.665,60.107,1.10798120523985,83.943,34.095,39.7300872842815,8.392,10.1346666666667,14.33,846.5,861.5,"F1B3",854,"2","11"
"133","3","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",5,1,1,0,65.526,56.314,1.16110922791422,73.254,33.54,43.3554859493889,6.342,12.1846666666667,13.48,831.5,831.5,"F1B3",831.5,"2","10"
"134","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",11,0,1,1,58.3009090909091,60.1709090909091,0.971746633188741,79.3509090909091,24.24,28.5729051890637,10.3263636363636,8.20030303030303,14.8090909090909,801.5,801.5,"F1B3",801.5,"2","9"
"135","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",1,0,1,1,65.85,59.05,1.1151566469094,52.27,19.21,36.7514826860532,9.65,8.87666666666667,15.9,801.5,801.5,"F1B3",801.5,"2","8"
"136","3","1","293 x 355","293","355",2018-11-30,"primavera","2018","primavera_2018",3,0,1,1,68.2,50.6666666666667,1.35024187313379,59.4466666666667,20.9666666666667,35.2812415007263,5.80333333333333,12.7233333333333,16.5666666666667,456.5,456.5,"F1B3",456.5,"2","7"
"136","3","1","293 x 355","293","355",2019-01-30,"verao","2019","verao_2019",3,0,1,1,80.9,61.1666666666667,1.32357219696019,113.543333333333,56.18,49.5077300133406,7.62666666666667,10.9,15.6,576.5,576.5,"F1B3",576.5,"2","7"
"138","3","1","293 x 355","293","355",2019-02-28,"verao","2019","verao_2019",3,1,1,0,66.0666666666667,51.9,1.27425375862241,43.4133333333333,14.5766666666667,32.9838107906126,8.64666666666667,9.88,19.8666666666667,546.5,546.5,"F1B3",546.5,"2","5"
"138","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",1,1,1,0,65.85,55.1,1.1950998185118,43.65,10.86,24.8797250859107,8.56,9.96666666666667,16.9,756.5,756.5,"F1B3",756.5,"2","5"
"138","3","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",4,1,1,0,61.355,49.69,1.23785460347789,30.6375,10.4,34.0460463902929,5.655,12.8716666666667,12.5,756.5,756.5,"F1B3",756.5,"2","5"
"140","3","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",4,1,1,1,72.4925,60.9125,1.19526627330354,95.68,44.845,46.2761264253498,6.17,12.3566666666667,12.475,861.5,846.5,"F1B3",854,"2","3"
"140","3","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",3,1,1,1,72.7633333333333,58.6533333333333,1.24438005987471,86.5133333333333,43.65,51.2127891524464,5.23333333333333,13.2933333333333,12.4703125,861.5,846.5,"F1B3",854,"2","3"
"148","3","3","516 x 355","516","355",2019-06-10,"outono","2019","outono_2019",3,0,1,1,75.79,58.5033333333333,1.30179292539597,81.3966666666667,27.5466666666667,33.5219872301386,8.05666666666667,10.47,14.8666666666667,711.5,711.5,"F3B3",711.5,"3","6"
"148","3","3","516 x 355","516","355",2019-06-21,"inverno","2019","inverno_2019",5,0,1,1,81.496,59.248,1.37713653937759,73.168,23.406,31.0414680021656,7.54,10.9866666666667,15.6,711.5,711.5,"F3B3",711.5,"3","6"
"149","3","3","516 x 355","516","355",2018-11-30,"primavera","2018","primavera_2018",2,0,1,1,79.55,68.35,1.16404205657509,107.035,32,29.7988879642178,9.44,9.08666666666667,17.7,321.5,306.5,"F3B3",314,"3","7"
"149","3","3","516 x 355","516","355",2018-12-11,"primavera","2018","primavera_2018",1,0,1,1,69.5,60.8,1.14309210526316,68.25,20.16,29.5384615384615,8.33,10.1966666666667,14.9,351.5,336.5,"F3B3",344,"3","7"
"149","3","3","516 x 355","516","355",2018-12-17,"primavera","2018","primavera_2018",2,0,1,1,79.2,74.4,1.06451525453135,118.165,39.855,33.8018110742484,10.47,8.05666666666667,17.55,351.5,336.5,"F3B3",344,"3","7"
"149","3","3","516 x 355","516","355",2019-01-30,"verao","2019","verao_2019",1,0,1,1,81,78.5,1.03184713375796,108.6,37.74,34.7513812154696,10.94,7.58666666666667,14.9,441.5,426.5,"F3B3",434,"3","7"
"149","3","3","516 x 355","516","355",2019-02-28,"verao","2019","verao_2019",3,0,1,1,74.5666666666667,68.6666666666667,1.08596082781046,91.2766666666667,20.96,22.9179905504676,11.6366666666667,6.89,17.9,501.5,486.5,"F3B3",494,"3","7"
"149","3","3","516 x 355","516","355",2019-06-14,"outono","2019","outono_2019",6,0,1,1,74.355,66.5616666666667,1.11635176293006,86.4733333333333,22.3766666666667,25.719879826048,10.1183333333333,8.40833333333333,16.05,711.5,696.5,"F3B3",704,"3","7"
"150","3","3","516 x 355","516","355",2019-05-14,"outono","2019","outono_2019",2,0,1,0,69.94,64.32,1.09299046834985,82.925,29.32,34.4561603219003,9.26,9.26666666666667,15.75,696.5,681.5,"F3B3",689,"3","8"
"150","3","3","516 x 355","516","355",2019-06-10,"outono","2019","outono_2019",1,0,1,0,77.58,66.31,1.16995928215955,102.95,33.05,32.1029626032054,9.36,9.16666666666667,13.7,756.5,741.5,"F3B3",749,"3","8"
"152","3","3","516 x 355","516","355",2018-07-07,"inverno","2018","inverno_2018",1,0,0,0,67.9,50.1,1.35528942115768,72.01,23.89,33.1759477850299,7.74,10.7866666666667,13,NA,NA,"F3B3",NA,"3","10"
"154","3","3","516 x 355","516","355",2018-12-11,"primavera","2018","primavera_2018",1,0,1,1,77.1,77.7,0.992277992277992,120.75,47.1,39.0062111801242,11.51,7.01666666666667,13.6,366.5,381.5,"F3B3",374,"3","12"
"157","3","3","516 x 355","516","355",2019-06-21,"inverno","2019","inverno_2019",1,1,1,1,67.23,56.23,1.19562511115063,71.33,34.84,48.8434038973784,7.33,11.1966666666667,13.1,876.5,876.5,"F3B3",876.5,"3","15"
"161","3","2","501 x 355","501","355",2019-06-10,"outono","2019","outono_2019",4,1,1,1,74.35,64.51,1.15780240260177,78.2675,33.715,42.1252695571863,6.145,12.3816666666667,11.375,1146.5,1116.5,"F2B3",1131.5,NA,NA
"161","3","2","501 x 355","501","355",2019-06-21,"inverno","2019","inverno_2019",1,1,1,1,77.06,66.41,1.160367414546,85.59,26.73,31.2302839116719,4.5,14.0266666666667,11.7,1146.5,1116.5,"F2B3",1131.5,NA,NA
"162","3","2","501 x 355","501","355",2018-11-30,"primavera","2018","primavera_2018",2,0,1,1,69.45,53.75,1.29211606623653,70.01,24.46,31.6454705487071,7.4,11.1266666666667,16.8,381.5,381.5,"F2B3",381.5,"3","20"
"162","3","2","501 x 355","501","355",2018-12-11,"primavera","2018","primavera_2018",4,0,1,1,66.175,52.5,1.2644437350869,47.255,9.83,19.3280009608797,8.035,10.4916666666667,15.8,411.5,411.5,"F2B3",411.5,"3","20"
"162","3","2","501 x 355","501","355",2019-01-30,"verao","2019","verao_2019",1,0,1,1,66.3,60.5,1.09586776859504,79.74,33.52,42.0366190117883,11.23,7.29666666666667,17.1,501.5,501.5,"F2B3",501.5,"3","20"
"162","3","2","501 x 355","501","355",2019-06-10,"outono","2019","outono_2019",3,0,1,1,62.7833333333333,55.42,1.13746736076099,56.23,22.55,38.7799931067994,7.17,11.3566666666667,13.7666666666667,771.5,771.5,"F2B3",771.5,"3","20"
"162","3","2","501 x 355","501","355",2019-06-21,"inverno","2019","inverno_2019",3,0,1,1,57.6933333333333,50.2733333333333,1.14720622406296,45.2566666666667,15.3733333333333,33.5198291140611,6.53666666666667,11.99,10.1333333333333,771.5,771.5,"F2B3",771.5,"3","20"
"166","3","2","501 x 355","501","355",2019-06-10,"outono","2019","outono_2019",4,1,1,1,86.0175,68.0675,1.26722748530321,117.19,30.7775,23.8472016066606,10.31,8.21666666666667,12.775,NA,NA,"F2B3",NA,"3","24"
"167","3","2","501 x 355","501","355",2018-11-30,"primavera","2018","primavera_2018",7,1,1,1,90.3571428571429,71.3857142857143,1.27060833029754,152.724285714286,55.4042857142857,35.4532250270098,7.51571428571429,11.0109523809524,17.9714285714286,321.5,321.5,"F2B3",321.5,"3","25"
"167","3","2","501 x 355","501","355",2019-01-22,"verao","2019","verao_2019",5,1,1,1,88.92,70.48,1.2649747682045,165.274,64.766,38.1874031134942,9.096,9.43066666666667,13.96,411.5,411.5,"F2B3",411.5,"3","25"
"167","3","2","501 x 355","501","355",2019-01-30,"verao","2019","verao_2019",1,1,1,1,85.82,63.48,1.35192186515438,120.22,48.64,40.4591582099484,7.28,11.2466666666667,14.3,441.5,441.5,"F2B3",441.5,"3","25"
"167","3","2","501 x 355","501","355",2019-06-10,"outono","2019","outono_2019",2,1,1,1,91.155,73.785,1.2367625926883,142.735,41.505,29.1910426503106,8.01,10.5166666666667,11.7,711.5,711.5,"F2B3",711.5,"3","25"
"170","3","2","501 x 355","501","355",2018-12-11,"primavera","2018","primavera_2018",2,1,0,1,92.4,73.1,1.25993432072063,170.365,57.665,33.5476201988382,7.125,11.4016666666667,16.3,NA,NA,"F2B3",NA,"3","28"
"172","3","2","501 x 355","501","355",2018-11-30,"primavera","2018","primavera_2018",1,0,0,0,71.1,59.4,1.1969696969697,78.17,28.21,36.0880133043367,10.98,7.54666666666667,19.4,366.5,366.5,"F2B3",366.5,"3","30"
"172","3","2","501 x 355","501","355",2019-05-14,"outono","2019","outono_2019",3,0,0,0,68.6733333333333,61.16,1.12611342504404,70.5066666666667,22.54,31.8336257691215,10.1733333333333,8.35333333333333,16.8333333333333,696.5,696.5,"F2B3",696.5,"3","30"
"172","3","2","501 x 355","501","355",2019-06-21,"inverno","2019","inverno_2019",6,0,0,0,70.3416666666667,63.6133333333333,1.10855466731447,93.2166666666667,33.6183333333333,36.2925653537332,7.40333333333333,11.1233333333333,12.2166666666667,756.5,756.5,"F2B3",756.5,"3","30"
"175","3","2","501 x 355","501","355",2019-06-10,"outono","2019","outono_2019",5,0,1,1,78.308,68.09,1.14973015951617,87.254,14.026,15.4014890646654,11.768,6.75866666666667,12.64,741.5,741.5,"F2B3",741.5,"3","33"
"175","3","2","501 x 355","501","355",2019-06-21,"inverno","2019","inverno_2019",2,0,1,1,89.23,75.955,1.17636592040542,119.385,28.79,23.8541286942097,13.505,5.02166666666667,12.85,741.5,741.5,"F2B3",741.5,"3","33"
"177","3","2","501 x 355","501","355",2019-06-21,"inverno","2019","inverno_2019",1,0,1,1,62.13,50.09,1.24036733879018,33.33,2.6,7.8007800780078,9.65,8.87666666666667,13.6,816.5,786.5,"F2B3",801.5,"3","35"
"178","3","2","501 x 355","501","355",2019-06-10,"outono","2019","outono_2019",4,0,1,1,76.5375,69.765,1.10048960523009,109.1775,40.065,35.9386846214828,9.8925,8.63416666666667,15.8,786.5,756.5,"F2B3",771.5,"3","36"
"178","3","2","501 x 355","501","355",2019-06-21,"inverno","2019","inverno_2019",1,0,1,1,54.59,48.19,1.1328076364391,21.12,6.55,31.0132575757576,12.25,6.27666666666667,16,786.5,756.5,"F2B3",771.5,"3","36"
"181","4","3","516 x 355","516","355",2018-12-11,"primavera","2018","primavera_2018",2,0,1,1,78.25,70.9,1.10384685153401,120.435,41.59,34.0788732972071,9.155,9.37166666666667,18.05,336.5,336.5,"F3B4",336.5,NA,NA
"185","4","3","516 x 355","516","355",2019-06-10,"outono","2019","outono_2019",1,0,1,1,57.35,49.82,1.15114411882778,28.26,4.43,15.6758669497523,7.25,11.2766666666667,13,846.5,756.5,"F3B4",801.5,"3","43"
"189","4","3","516 x 355","516","355",2018-11-30,"primavera","2018","primavera_2018",1,0,1,1,66,58.4,1.13013698630137,59.31,16.76,28.2583038273478,5.25,13.2766666666667,19.1,366.5,351.5,"F3B4",359,"3","47"
"189","4","3","516 x 355","516","355",2018-12-17,"primavera","2018","primavera_2018",1,0,1,1,64.8,55.4,1.16967509025271,68.08,27.8,40.834312573443,4.97,13.5566666666667,20.2,396.5,381.5,"F3B4",389,"3","47"
"189","4","3","516 x 355","516","355",2019-05-14,"outono","2019","outono_2019",1,0,1,1,68.77,60.57,1.1353805514281,63.09,16.43,26.0421619908068,9.46,9.06666666666667,15.8,696.5,681.5,"F3B4",689,"3","47"
"189","4","3","516 x 355","516","355",2019-06-21,"inverno","2019","inverno_2019",2,0,1,1,75.59,65.99,1.14778078503658,95.85,32.63,32.7334705372303,8.31,10.2166666666667,12.65,756.5,741.5,"F3B4",749,"3","47"
"192","4","3","516 x 355","516","355",2018-12-11,"primavera","2018","primavera_2018",1,0,1,1,85.8,80.1,1.07116104868914,171.28,62.89,36.7176553012611,6.24,12.2866666666667,14.7,351.5,336.5,"F3B4",344,"3","50"
"192","4","3","516 x 355","516","355",2019-05-14,"outono","2019","outono_2019",1,0,1,1,72.98,63.92,1.14173967459324,82.48,28.58,34.650824442289,10.96,7.56666666666667,17.1,651.5,636.5,"F3B4",644,"3","50"
"192","4","3","516 x 355","516","355",2019-06-10,"outono","2019","outono_2019",3,0,1,1,68.3066666666667,63.03,1.08461548456246,75.7066666666667,24.16,31.3211143643878,11.8266666666667,6.7,14,711.5,696.5,"F3B4",704,"3","50"
"192","4","3","516 x 355","516","355",2019-06-21,"inverno","2019","inverno_2019",3,0,1,1,64.07,50.99,1.25735498578713,49.4866666666667,14.8466666666667,29.9783825638141,8.47333333333333,10.0533333333333,12.4666666666667,711.5,696.5,"F3B4",704,"3","50"
"194","4","3","516 x 355","516","355",2019-06-21,"inverno","2019","inverno_2019",1,0,0,1,59.24,49.4,1.19919028340081,46.13,10.68,23.1519618469543,10.71,7.81666666666667,11.6,749,779,"F3B4",764,"3","52"
"201","4","2","501 x 355","501","355",2019-06-10,"outono","2019","outono_2019",3,1,1,0,72.9733333333333,56.7633333333333,1.28613649440458,81.6166666666667,21.6966666666667,26.7385664921505,8.95333333333333,9.57333333333333,10.9666666666667,816.5,816.5,"F2B4",816.5,NA,NA
"201","4","2","501 x 355","501","355",2019-06-21,"inverno","2019","inverno_2019",2,1,1,0,73.79,66.875,1.11977528706231,122.115,46.035,34.415783632209,7.935,10.5916666666667,10.75,816.5,816.5,"F2B4",816.5,NA,NA
"204","4","2","501 x 355","501","355",2019-06-21,"inverno","2019","inverno_2019",1,0,1,1,69.47,70.11,0.990871487662245,67.61,18.45,27.2888625942908,7.22,11.3066666666667,8.7,891.5,951.5,"F2B4",921.5,"3","62"
"208","4","2","501 x 355","501","355",2018-08-03,"inverno","2018","inverno_2018",1,0,0,1,66.3,56.8,1.16725352112676,62.77,15.78,25.1393978014975,7.61,10.9166666666667,14.01,NA,NA,"F2B4",NA,"3","66"
"209","4","2","501 x 355","501","355",2018-11-30,"primavera","2018","primavera_2018",1,0,1,1,83.9,69,1.21594202898551,115.15,53.07,46.0877116804168,6.54,11.9866666666667,18,464,479,"F2B4",471.5,"3","67"
"210","4","2","501 x 355","501","355",2018-06-21,"inverno","2018","inverno_2018",1,0,1,1,52.37,44.98,1.16429524232992,26.92,9.89,36.7384843982169,6.89,11.6366666666667,11.2,104,104,"F2B4",104,"3","68"
"210","4","2","501 x 355","501","355",2018-12-17,"primavera","2018","primavera_2018",2,0,1,1,73.7,59.45,1.24290572232646,80.56,35.86,41.2780417042411,7.915,10.6116666666667,18.9,351.5,336.5,"F2B4",344,"3","68"
"212","4","2","501 x 355","501","355",2019-06-10,"outono","2019","outono_2019",1,0,1,1,78.91,61.48,1.28350683148992,83.32,20.18,24.2198751800288,3.82,14.7066666666667,9.7,681.5,711.5,"F2B4",696.5,"3","70"
"221","4","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",4,0,0,1,75.9975,54.27,1.39980113474629,68.8425,30.515,43.0939074084472,5.195,13.3316666666667,11.475,741.5,726.5,"F1B4",734,NA,NA
"221","4","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",1,0,0,1,83.92,57.95,1.4481449525453,99.07,44.24,44.6552942363985,6.53,11.9966666666667,12,741.5,726.5,"F1B4",734,NA,NA
"222","4","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",6,0,1,1,81.385,62.59,1.32652625424207,79.4983333333333,39.545,49.6460594530066,4.76,13.7666666666667,11.4,771.5,756.5,"F1B4",764,"4","67"
"222","4","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",6,0,1,1,71.4316666666667,51.2616666666667,1.39332171976033,56.8466666666667,27.7866666666667,47.9999623677055,6.49166666666667,12.035,12.0966666666667,771.5,756.5,"F1B4",764,"4","67"
"223","4","1","293 x 355","293","355",2018-08-03,"inverno","2018","inverno_2018",1,0,1,0,68.3,49.6,1.37701612903226,53.11,24.2,45.5658068160422,5.19,13.3366666666667,16.9,149,149,"F1B4",149,"4","66"
"223","4","1","293 x 355","293","355",2018-12-17,"primavera","2018","primavera_2018",1,0,1,0,63.5,52.1,1.21880998080614,44.78,18.6,41.5364001786512,7.82,10.7066666666667,18,366.5,366.5,"F1B4",366.5,"4","66"
"223","4","1","293 x 355","293","355",2019-02-28,"verao","2019","verao_2019",2,0,1,1,72.5433333333333,55.29,1.31006920527198,64,29.1666666666667,45.2494278145455,6.13666666666667,12.39,14.6166666666667,516.5,516.5,"F1B4",516.5,"4","66"
"223","4","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",4,0,1,1,76.2475,54.1375,1.40679685811494,72.985,31.7625,43.8116223541023,5.4425,13.0841666666667,10.225,726.5,726.5,"F1B4",726.5,"4","66"
"232","4","1","293 x 355","293","355",2019-01-30,"verao","2019","verao_2019",1,0,1,1,68.9,53.1,1.29755178907721,55.01,9.34,16.9787311397928,12.83,5.69666666666667,17.1,501.5,501.5,"F1B4",501.5,"4","57"
"232","4","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",2,0,1,1,78.135,58.9,1.33012891921372,75.205,17.64,22.9047628203367,3.735,14.7916666666667,9.7,771.5,771.5,"F1B4",771.5,"4","57"
"232","4","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",3,0,1,1,77.6,55.3833333333333,1.40836522534975,73.4133333333333,24.2633333333333,31.3749624272007,5.66666666666667,12.86,10.1,771.5,771.5,"F1B4",771.5,"4","57"
"233","4","1","293 x 355","293","355",2019-01-30,"verao","2019","verao_2019",1,0,1,1,79.3,64.1,1.23712948517941,94.22,40.12,42.581192952664,5.08,13.4466666666667,14.6,441.5,426.5,"F1B4",434,"4","56"
"233","4","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",5,0,1,1,76.144,53.834,1.41542693825619,66.598,22.28,32.7477692897595,6.036,12.4906666666667,9.62,711.5,696.5,"F1B4",704,"4","56"
"233","4","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",1,0,1,1,68.97,46.9,1.47057569296375,44.16,11.28,25.5434782608696,5.82,12.7066666666667,4.1,711.5,696.5,"F1B4",704,"4","56"
"235","4","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",2,1,0,1,73.54,55.745,1.32342525395262,75.52,39.365,50.5247720039485,7.05,11.4766666666667,14.3,756.5,741.5,"F1B4",749,"4","54"
"236","4","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",2,0,0,1,69.32,51.74,1.34299584081936,46.385,18.705,40.1514635271911,5.72,12.8066666666667,11,711.5,696.5,"F1B4",704,"4","53"
"237","4","1","293 x 355","293","355",2019-06-10,"outono","2019","outono_2019",1,0,1,1,80.75,57.62,1.40142311697327,58.15,23.86,41.0318142734308,4.42,14.1066666666667,13.1,711.5,696.5,"F1B4",704,"4","52"
"237","4","1","293 x 355","293","355",2019-06-21,"inverno","2019","inverno_2019",1,0,1,1,70.07,48.92,1.43233851185609,36.07,14.39,39.8946492930413,6.53,11.9966666666667,13.1,711.5,696.5,"F1B4",704,"4","52"
"240","4","1","293 x 355","293","355",2019-01-22,"verao","2019","verao_2019",14,0,1,1,79.8,66.7,1.21046610097209,114.703636363636,40.5045454545455,34.401348822895,7.92909090909091,10.5975757575758,13.9090909090909,NA,1570,"F1B4",NA,"4","49"
"240","4","1","293 x 355","293","355",2019-01-30,"verao","2019","verao_2019",1,0,1,1,95.9,78.5,1.22165605095541,192.82,70.28,36.4485011928223,8.21,10.3166666666667,14.6,NA,1645,"F1B4",NA,"4","49"
